NOMOR PRODUK,CODE,JENIS,NAMA,SATUAN,HARGA,VENDOR,STATUS
1370,MAT-CSV-01495,,DOUBLE ACTING ACTUATOR+SOLENOID VALVE 220VAC,PCS,0,,ACTIVE
1371,MAT-CSV-01496,,"SIZE : 1�""",PCS,0,,ACTIVE
1372,MAT-CSV-01497,,"REDUCER CON SS304 2""x1�"" SCH 20",PCS,185000,,ACTIVE
1373,MAT-CSV-01499,,SEIV 6610 PRIMER GREY,PAIL,995000,,ACTIVE
1374,MAT-CSV-01502,,PINTU ALUMUNIUM COKLAT SET,UNIT,850000,MUTIARA INDAH,ACTIVE
1375,MAT-CSV-01503,,KACA CERMIN KAMAR MANDI 50x70,PCS,200000,,ACTIVE
1376,MAT-CSV-01504,,BOLT NUT M16x60 PUTIH,PCS,3600,PANJI RIMBA TEKNIK,ACTIVE
1377,MAT-CSV-01505,,WIREMESH M10 5400x2100,LEMBAR,965700,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1378,MAT-CSV-01506,,BESI 6 POLOS,BATANG,29970,,ACTIVE
1379,MAT-CSV-01507,,UNP 50x38x5mm,BATANG,233100,,ACTIVE
1380,MAT-CSV-01508,,SIKU 40x40x4mm,BATANG,144300,,ACTIVE
1381,MAT-CSV-01509,,"TALANG AIR GALVALUME 0,35MM",M,89000,MUTIARA INDAH,ACTIVE
1382,MAT-CSV-01510,,MATA ROOFING M8,PACK,35000,,ACTIVE
1383,MAT-CSV-01511,,MATA ROLL CAT KECIL,PACK,50000,,ACTIVE
1384,MAT-CSV-01512,,SILICON HITAM/GREY,PCS,26000,,ACTIVE
1385,MAT-CSV-01513,,"FLOWMETER PDAM 1 1/2""",PCS,185000,,ACTIVE
1386,MAT-CSV-01514,,"BALL VALVE SANKYO 1/2""",PCS,80000,,ACTIVE
1387,MAT-CSV-01515,,KASO,IKAT,130000,MITRA KUSUMA JAYA,ACTIVE
1388,MAT-CSV-01516,,TRIPLEK 8MM,LEMBAR,95000,,ACTIVE
1389,MAT-CSV-01517,,PAKU 5,KG,20000,,ACTIVE
1390,MAT-CSV-01518,,"ETERNA 2X1,5",M,12000,,ACTIVE
1391,MAT-CSV-01519,,BATA MERAH,PCS,500,,ACTIVE
1392,MAT-CSV-01520,,PASIR AYAK,PICKUP,250000,,ACTIVE
1393,MAT-CSV-01521,,PLASTIK COR,KG,13500,,ACTIVE
1394,MAT-CSV-01522,,METERAN SOLIGEN,PCS,20000,,ACTIVE
1395,MAT-CSV-01523,,READY MIX CONCRETE K-350,M3,950000,PT HIRA KARYA PERSADA,ACTIVE
1396,MAT-CSV-01524,,TALANG R-22,BATANG,400000,MITRA KUSUMA JAYA,ACTIVE
1397,MAT-CSV-01525,,PLAT STRIP,BATANG,120000,,ACTIVE
1398,MAT-CSV-01526,,KUNCI 8 + 6,PCS,50000,,ACTIVE
1399,MAT-CSV-01527,,KASO 4X6,IKAT,130000,,ACTIVE
1400,MAT-CSV-01529,,PAKU 7,KG,20000,,ACTIVE
1401,MAT-CSV-01530,,PAKU 4,KG,12000,,ACTIVE
1402,MAT-CSV-01531,,THINNER,KALENG,25000,,ACTIVE
1403,MAT-CSV-01532,,BESI 8 FULL,BATANG,50000,,ACTIVE
1404,MAT-CSV-01534,,GOTHIC,PCS,65000,,ACTIVE
1405,MAT-CSV-01535,,KAWAT BENDRAT,KG,20000,,ACTIVE
1406,MAT-CSV-01536,,HAND PALLET HMP-3T-N685/1220,UNIT,2791700,INDOTARA PERSADA,ACTIVE
1407,MAT-CSV-01537,,-OVERAL LENGTH : 1580MM,-,0,,ACTIVE
1408,MAT-CSV-01538,,-FORK LENGTH : 1220MM,-,0,,ACTIVE
1409,MAT-CSV-01539,,-FORK OVERALL WIDTH : 685MM,-,0,,ACTIVE
1410,MAT-CSV-01540,,-WHEEL MATERIAL : NYLON,-,0,,ACTIVE
1411,MAT-CSV-01541,,-CAP : 3TON,-,0,,ACTIVE
1412,MAT-CSV-01542,,FLOW METER FLANGE,UNIT,1322000,MULTI TEKNIK,ACTIVE
1413,MAT-CSV-01543,,"1�""",PCS,0,,ACTIVE
1414,MAT-CSV-01544,,BATA MERAH,PCS,500,MITRA KUSUMA JAYA,ACTIVE
1415,MAT-CSV-01545,,PASIR,ENGKEL,250000,,ACTIVE
1416,MAT-CSV-01546,,SEMEN JAKARTA,SAK,44000,,ACTIVE
1417,MAT-CSV-01547,,KAWAT BENDRAT,ROLL,20000,,ACTIVE
1418,MAT-CSV-01548,,SEPATU BOOTS,PSG,70000,,ACTIVE
1419,MAT-CSV-01549,,POLICE LINE,ROLL,60000,,ACTIVE
1420,MAT-CSV-01550,,UNP 50x38x5mm,BATANG,233100,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1421,MAT-CSV-01551,,SIKU 40x40x4mm,BATANG,188700,,ACTIVE
1422,MAT-CSV-01552,,PASIR AYAK,ENGKEL,250000,MITRA KUSUMA JAYA,ACTIVE
1423,MAT-CSV-01554,,KASO,IKAT,130000,,ACTIVE
1424,MAT-CSV-01556,,BESI 10 FULL,BATANG,70000,,ACTIVE
1425,MAT-CSV-01557,,TAMBANG NYLON 20MM,M,16000,KARYA WARGI,ACTIVE
1426,MAT-CSV-01558,,GUN SPRAY TABUNG ATAS,SET,300000,,ACTIVE
1427,MAT-CSV-01559,,ENGSEL PINTU 4x3,SET,25000,,ACTIVE
1428,MAT-CSV-01560,,OBENG,SET,30000,,ACTIVE
1429,MAT-CSV-01561,,BOLT NUT M14x50 PUTIH,PCS,2590,PANJI RIMBA TEKNIK,ACTIVE
1430,MAT-CSV-01562,,ROOFING 12X75,BOX,152500,,ACTIVE
1431,MAT-CSV-01564,,SILICON HITAM/GREY,PCS,26000,MUTIARA INDAH,ACTIVE
1432,MAT-CSV-01565,,SEALANT GUN,PCS,30000,,ACTIVE
1433,MAT-CSV-01566,,CUT OF MAKTEC,UNIT,2475000,,ACTIVE
1434,MAT-CSV-01567,,THINNER ND,JERGEN,310000,,ACTIVE
1435,MAT-CSV-01568,,CARBON BRUSH,PCS,25000,,ACTIVE
1436,MAT-CSV-01569,,EGOJI CAPSUL STR,LEM,35000,,ACTIVE
1437,MAT-CSV-01570,,ROHTO EYEFLUSH 150,BTL,36000,,ACTIVE
1438,MAT-CSV-01571,,CENFRESH ED 5ML,5ML,46500,,ACTIVE
1439,MAT-CSV-01572,,SIKU 60x60x6,BATANG,399600,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1440,MAT-CSV-01573,,CNP 150x3.2x6000,BATANG,510600,,ACTIVE
1441,MAT-CSV-01574,,BESI 10 POLOS,BATANG,77700,,ACTIVE
1442,MAT-CSV-01575,,"PIPA CS HITAM 1"" 2,5 x 6000",BATANG,183150,,ACTIVE
1443,MAT-CSV-01578,,AS DRAT PUTIH M10,BATANG,15000,,ACTIVE
1444,MAT-CSV-01579,,MUR PUTIH M10,PCS,485,,ACTIVE
1445,MAT-CSV-01582,,SEIV FINISH BLUE 480,PAIL,1260000,DUNIA BARU,ACTIVE
1446,MAT-CSV-01583,,SEIV PRIMER GREY 6610,PAIL,985000,,ACTIVE
1447,MAT-CSV-01584,,THINNER ND SUPER,JRG,380000,,ACTIVE
1448,MAT-CSV-01589,,STOP KONTAK BROCO 4L,PCS,42000,JAYA MAKMUR ELECTRIC,ACTIVE
1449,MAT-CSV-01590,,STEKER BROCO,PCS,24000,,ACTIVE
1450,MAT-CSV-01591,,SPRAY GUN MEIJI T. BAWAH,SET,285000,KARYA WARGI,ACTIVE
1451,MAT-CSV-01592,,COUPLER SF20,SET,48000,,ACTIVE
1452,MAT-CSV-01593,,COUPLER PF20,PCS,12000,,ACTIVE
1453,MAT-CSV-01594,,RECOIL HOSE 5X8 12M YELLOW TEKIRO,ROLL,150000,,ACTIVE
1454,MAT-CSV-01597,,ROOFING 12X75,BOX,152500,PANJI RIMBA TEKNIK,ACTIVE
1455,MAT-CSV-01598,,ROOFING 12X25,BOX,118000,,ACTIVE
1456,MAT-CSV-01599,,AS DRAT FULL DRAT M10 GALVANIS,BATANG,17500,,ACTIVE
1457,MAT-CSV-01600,,NUT M10 GALVANIS,PCS,490,,ACTIVE
1458,MAT-CSV-01601,,BOLT NUT M10x50 GALVANIS,PCS,1625,,ACTIVE
1459,MAT-CSV-01602,,PLAT BORDESH 4x8x3mm,LEMBAR,1576200,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1460,MAT-CSV-01603,,SIKU 50x50x6mtr,BATANG,255300,,ACTIVE
1461,MAT-CSV-01604,,SIKU 60x60x6mtr,BATANG,399600,,ACTIVE
1462,MAT-CSV-01605,,UNP 150x50x6mtr,BATANG,1476300,,ACTIVE
1463,MAT-CSV-01606,,"PIPA 1�"" x 2,4mm/2,6mm",BATANG,199800,,ACTIVE
1464,MAT-CSV-01607,,"PIPA 1"" x 2,4mm/2,6mm",BATANG,183150,,ACTIVE
1465,MAT-CSV-01608,,PLAT STRIP 100x6,BATANG,377400,,ACTIVE
1466,MAT-CSV-01609,,"CNP 150x3,2x6mtr",BATANG,510600,,ACTIVE
1467,MAT-CSV-01610,,PLAT BORDESH 4x8x4mm,LEMBAR,2075700,,ACTIVE
1468,MAT-CSV-01613,,SEIV FINISH BLUE 480,PAIL,1290000,DUNIA BARU,ACTIVE
1469,MAT-CSV-01614,,BARICADE H/K,ROLL,50000,,ACTIVE
1470,MAT-CSV-01615,,"KUAS 2"" ETERNA",PCS,11000,,ACTIVE
1471,MAT-CSV-01616,,SEALENT PUTIH,PCS,26000,,ACTIVE
1472,MAT-CSV-01617,,"REFIL ROLL PINEHILL 4""",PACK,50000,,ACTIVE
1473,MAT-CSV-01618,,KAPAS PEMBALUT LUKA 250gr,ROLL,18038,APOTIK KIMIA FARMA PCI,ACTIVE
1474,MAT-CSV-01619,,KASA HYDROFIL STERIL 16x16,PACK,14222,,ACTIVE
1475,MAT-CSV-01620,,MEDIKA ALKOHOL 70%,BOTOL,5235,,ACTIVE
1476,MAT-CSV-01621,,BETADINE SOLUTION 60ml,BOTOL,51025,,ACTIVE
1477,MAT-CSV-01622,,NEXCARE MICROPORE 1x10,ROLL,28637,,ACTIVE
1478,MAT-CSV-01623,,"HANSAPLAST ROLL 2,5x4,5 HOSPITA",ROLL,23984,,ACTIVE
1479,MAT-CSV-01624,,BODREX MIGRA,PACK,9975,,ACTIVE
1480,MAT-CSV-01625,,DIAPET,PACK,5747,,ACTIVE
1481,MAT-CSV-01626,,BONDREX,PACK,8076,,ACTIVE
1482,MAT-CSV-01627,,"CNP 150x3,2x6mtr",BATANG,516150,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1483,MAT-CSV-01630,,CLAMP SCAFOLDING HIDUP,PCS,12000,SUMBER BUANA MANDIRI,ACTIVE
1484,MAT-CSV-01631,,CLAMP SCAFOLDING MATI,PCS,12000,,ACTIVE
1485,MAT-CSV-01632,,CLAMP BEAM MATI,PCS,37000,,ACTIVE
1486,MAT-CSV-01633,,CLAMP BEAM HIDUP,PCS,37000,,ACTIVE
1487,MAT-CSV-01634,,HOLO BESI 40x20x1.2mm,BATANG,92000,MAHES JAYA STEEL,ACTIVE
1488,MAT-CSV-01635,,POT KEMBANG,PCS,14500,MAHES JAYA STEEL,ACTIVE
1489,MAT-CSV-01636,,"HOLO 50x50x2,3mm",BATANG,294150,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1490,MAT-CSV-01637,,"HOLO 40x20x2,3mm",BATANG,138750,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1491,MAT-CSV-01638,,"PLAT BORDESH 3MM (2,7MM FULL)",LEMBAR,1729500,MEGA BAJA SERANG,ACTIVE
1492,MAT-CSV-01641,,UNP 80X45X6M,BATANG,370000,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1493,MAT-CSV-01642,,"PIPA PVC RUCIKA 6"" AW PUTIH",BATANG,825000,MUTIARA INDAH,ACTIVE
1494,MAT-CSV-01643,,UNP 80x45x6m,BATANG,380000,MUTIARA INDAH,ACTIVE
1495,MAT-CSV-01644,,SEMEN JAKARTA,SAK,48000,MUTIARA INDAH,ACTIVE
1496,MAT-CSV-01645,,BATA MERAH,PCS,550,MUTIARA INDAH,ACTIVE
1497,MAT-CSV-01647,,PALU BODAM 1kg,PCS,85000,TOKO BERKAT II,ACTIVE
1498,MAT-CSV-01648,,SELANG TIMBANG TUKANG,M,5000,TOKO BERKAT II,ACTIVE
1499,MAT-CSV-01649,,SENDOK SEMEN,PCS,15000,TOKO BERKAT II,ACTIVE
1500,MAT-CSV-01650,,BENANG TUKANG,ROLL,5000,TOKO BERKAT II,ACTIVE
1501,MAT-CSV-01651,,WATERPAS TJAPMATA 50cm,PCS,95000,TOKO BERKAT II,ACTIVE
1502,MAT-CSV-01652,,KAWAT BENDRAT,KG,20000,TOKO BERKAT II,ACTIVE
1503,MAT-CSV-01653,,HEBEL 10cm,M3,575000,TOKO BERKAT II,ACTIVE
1504,MAT-CSV-01654,,PASIR,MOBIL,300000,TOKO BERKAT II,ACTIVE
1505,MAT-CSV-01655,,SEMEN GERSIK,SAK,60000,TOKO BERKAT II,ACTIVE
1506,MAT-CSV-01656,,BESI 10,BATANG,77000,TOKO BERKAT II,ACTIVE
1507,MAT-CSV-01657,,BESI 6,BATANG,45000,TOKO BERKAT II,ACTIVE
1508,MAT-CSV-01658,,TRIPLEK 8mm,LEMBAR,100000,TOKO BERKAT II,ACTIVE
1509,MAT-CSV-01659,,KASO 4X6,BATANG,20000,TOKO BERKAT II,ACTIVE
1510,MAT-CSV-01660,,"HOLO PLAFON 4X2 0,25mm",BATANG,17000,INDOMEGA,ACTIVE
1511,MAT-CSV-01661,,PLAFON PVC PUTIH POLOS 6000x200,LEMBAR,66000,INDOMEGA,ACTIVE
1512,MAT-CSV-01662,,PLAFON PVC PUTIH POLOS 4000x200,LEMBAR,44000,INDOMEGA,ACTIVE
1513,MAT-CSV-01663,,SIKU LUAR PVC PUTIH POLOS,BATANG,46000,INDOMEGA,ACTIVE
1514,MAT-CSV-01664,,LIST SAMBUNG PVC PUTIH POLOS,BATANG,28000,INDOMEGA,ACTIVE
1515,MAT-CSV-01665,,WF 150x75x6000,BATANG,1221000,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1516,MAT-CSV-01666,,PLAT CS HITAM 4'x8'x10mm,LEMBAR,3163500,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1517,MAT-CSV-01667,,UNP 100x50x6000,BATANG,499500,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1518,MAT-CSV-01669,,KANSAI PRIMER ZINCROMATE DARK GREY,PAIL,1790000,DUNIA BARU,ACTIVE
1519,MAT-CSV-01670,,KANSAI FINISH BLACK DOFF,PAIL,1680000,DUNIA BARU,ACTIVE
1520,MAT-CSV-01671,,THINNER KW 1,JRG,380000,DUNIA BARU,ACTIVE
1521,MAT-CSV-01672,,ISI ROLL 4 INCH,BOX,65000,DUNIA BARU,ACTIVE
1522,MAT-CSV-01673,,BOLT NUT M16X40,PCS,3050,PANJI RIMBA TEKNIK,ACTIVE
1523,MAT-CSV-01674,,INVOICE BULAN NOVEMBER 2023,LEMBAR,8730500,NIRFAN RENTAL TEKNIK,ACTIVE
1524,MAT-CSV-01675,,POLYNET SAFETY JARING PROYEK,ROLL,552000,POLYNET KF,ACTIVE
1525,MAT-CSV-01676,,GRC 10MM,LEMBAR,215000,MUTIARA INDAH,ACTIVE
1526,MAT-CSV-01677,,"CNP 0,75",BATANG,90000,MUTIARA INDAH,ACTIVE
1527,MAT-CSV-01678,,SKRUP GRC,BOX,220000,MUTIARA INDAH,ACTIVE
1528,MAT-CSV-01679,,COMPOUND,SAK,65000,MUTIARA INDAH,ACTIVE
1529,MAT-CSV-01680,,PAKU BETON 5,KG,45000,MUTIARA INDAH,ACTIVE
1530,MAT-CSV-01681,,PAKU BETON 7,KG,45000,MUTIARA INDAH,ACTIVE
1531,MAT-CSV-01682,,"HOLO BESI 4X4X1,2mm",BATANG,110000,MUTIARA INDAH,ACTIVE
1532,MAT-CSV-01683,,ALDERON TRIMDECK SINGLE LAYER GREY/WHITE,LEMBAR,428000,MUTIARA INDAH,ACTIVE
1533,MAT-CSV-01684,,KOP KACA KAKI 3,UNIT,220000,MUTIARA INDAH,ACTIVE
1534,MAT-CSV-01685,,SILICON HITAM,BTL,36000,MUTIARA INDAH,ACTIVE
1535,MAT-CSV-01686,,BARICADE HITAM KUNING,ROLL,50000,MUTIARA INDAH,ACTIVE
1536,MAT-CSV-01687,,WATERPAS,UNIT,18000,MUTIARA INDAH,ACTIVE
1537,MAT-CSV-01688,,HOLO 40X60X2MM,BATANG,285270,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1538,MAT-CSV-01689,,"HOLO BESI 40x40x1,2mm",BATANG,132000,MAHES JAYA STEEL,ACTIVE
1539,MAT-CSV-01690,,ALDERON TRIMDECK SINGLE LAYER GREY/WHITE,LEMBAR,426000,MUTIARA INDAH,ACTIVE
1540,MAT-CSV-01691,,"PIPA PVC 2"" AW RUCIKA",BATANG,110000,MUTIARA INDAH,ACTIVE
1541,MAT-CSV-01692,,JOTUN GARDEX PREMIUM GLOSS PLATINUM GREY,GALON,572000,MUTIARA INDAH,ACTIVE
1542,MAT-CSV-01693,,NIPPON PAINT EPOXYGUARD COATING,LITER,180000,MUTIARA INDAH,ACTIVE
1543,MAT-CSV-01694,,SKROP,DUMP,750000,MATERIAL ALAM,ACTIVE
1544,MAT-CSV-01695,,ABU BATU,DUMP,1100000,MATERIAL ALAM,ACTIVE
1545,MAT-CSV-01696,,BASE COURSE GRADE A,DUMP,1100000,MATERIAL ALAM,ACTIVE
1546,MAT-CSV-01697,,SEWA MOBIL VIBRO,SHIFT,3500000,MATERIAL ALAM,ACTIVE
1547,MAT-CSV-01698,,BENSIN STAMPER KODOK,LOT,50000,MATERIAL ALAM,ACTIVE
1548,MAT-CSV-01700,,UK : 6M,0.0,0,MUTIARA INDAH,ACTIVE
1549,MAT-CSV-01701,,BAK CAT,PCS,8000,MUTIARA INDAH,ACTIVE
1550,MAT-CSV-01702,,GUN SEALENT,PCS,25000,MUTIARA INDAH,ACTIVE
1551,MAT-CSV-01703,,ROLL EPOXY CAT,PCS,50000,MUTIARA INDAH,ACTIVE
1552,MAT-CSV-01704,,ISI ROLL EPOXY CAT,PCS,28000,MUTIARA INDAH,ACTIVE
1553,MAT-CSV-01705,,SEALENT PUTIH BOTOL,PCS,26000,MUTIARA INDAH,ACTIVE
1554,MAT-CSV-01706,,LAKBAN BENING,PCS,13500,MUTIARA INDAH,ACTIVE
1555,MAT-CSV-01707,,"KUAS 4""",PCS,15000,MUTIARA INDAH,ACTIVE
1556,MAT-CSV-01708,,ALDERON TRIMDECK SINGLE LAYER WHITE,LEMBAR,414000,BINTANG BAJA MAKMUR,ACTIVE
1557,MAT-CSV-01709,,ROOFING 12x50,BOX,170250,PANJI RIMBA TEKNIK,ACTIVE
1558,MAT-CSV-01710,,SILICON PUTIH,BOTOL,28000,PANJI RIMBA TEKNIK,ACTIVE
1559,MAT-CSV-01711,,SEMEN,SAK,43000,PD. KALIGUJI REJO,ACTIVE
1560,MAT-CSV-01712,,TRIPLEK 8MM,LEMBAR,95000,PD. KALIGUJI REJO,ACTIVE
1561,MAT-CSV-01713,,BESI 10,BATANG,64000,PD. KALIGUJI REJO,ACTIVE
1562,MAT-CSV-01714,,BESI 6,BATANG,30000,PD. KALIGUJI REJO,ACTIVE
1563,MAT-CSV-01715,,KASO ALBA,IKET,80000,PD. KALIGUJI REJO,ACTIVE
1564,MAT-CSV-01717,,KAWAT BENDRAT,KG,20000,PD. KALIGUJI REJO,ACTIVE
1565,MAT-CSV-01718,,BENANG,ROLL,12000,PD. KALIGUJI REJO,ACTIVE
1566,MAT-CSV-01719,,"PIPA RUCIKA 4"" D",BATANG,300000,PD. KALIGUJI REJO,ACTIVE
1567,MAT-CSV-01720,,"ELBOW 4"" D",PCS,60000,PD. KALIGUJI REJO,ACTIVE
1568,MAT-CSV-01721,,PAVING BLOCK 20x10x6 K-250,M2,60000,KALIGUJI PAVING,ACTIVE
1569,MAT-CSV-01722,,KANSTIN 40x20x10 K-250,PCS,15000,KALIGUJI PAVING,ACTIVE
1570,MAT-CSV-01723,,SEALENT SILICON HITAM,PCS,26000,MUTIARA INDAH,ACTIVE
1571,MAT-CSV-01724,,BUSA ATI 5MM 240X220,LEMBAR,110000,MUTIARA INDAH,ACTIVE
1572,MAT-CSV-01726,,PAVING BLOCK 20x10x6 K-250,M2,60000,PD. KALIGUJI REJO,ACTIVE
1573,MAT-CSV-01727,,KANSTIN 40x20x10 K-250,PCS,12000,PD. KALIGUJI REJO,ACTIVE
1574,MAT-CSV-01728,,ASIBA 2 MTR,PCS,30000,SEWA SCAFOLDING,ACTIVE
1575,MAT-CSV-01729,,ASIBA 3 MTR,PCS,45000,SEWA SCAFOLDING,ACTIVE
1576,MAT-CSV-01730,,"PIPA SCAFFOLDING 4 MTR X 1,5 """,BATANG,32000,SEWA SCAFOLDING,ACTIVE
1577,MAT-CSV-01731,,"PIPA SCAFFOLDING 2 MTR X 1,5""",BATANG,16000,SEWA SCAFOLDING,ACTIVE
1578,MAT-CSV-01732,,"PIPA SCAFFOLDING 1,5 MTR X 1,5""",BATANG,16000,SEWA SCAFOLDING,ACTIVE
1579,MAT-CSV-01733,,UNP 80x45x6mtr,BATANG,399600,PT KARYA BENTENG BARU SEMESTA,ACTIVE
1580,MAT-CSV-01734,,ASIBA 3 MTR,UNIT,204000,SCAFOLDING SECOND,ACTIVE
1581,MAT-CSV-01735,,"PIPA SCAFFOLDING 4 MTR X 1,5 """,BATANG,272000,SCAFOLDING SECOND,ACTIVE
1582,MAT-CSV-01736,,"PIPA SCAFFOLDING 2 MTR X 1,5""",BATANG,136000,SCAFOLDING SECOND,ACTIVE
1583,MAT-CSV-01737,,INVOICE BULAN DESEMBER 2023,LEMBAR,1530500,NIRFAN RENTAL TEKNIK,ACTIVE
1584,MAT-CSV-01738,,GYPSUM JAYABOARD,LEMBAR,65000,MEGA BAJA CILEGON,ACTIVE
1585,MAT-CSV-01739,,"CNP BAJA RINGAN 0,75 SNI BIRU",BATANG,98000,MEGA BAJA CILEGON,ACTIVE
1586,MAT-CSV-01740,,"HOLO 40x40x0,35",BATANG,31000,MEGA BAJA CILEGON,ACTIVE
1587,MAT-CSV-01741,,COMPOUND APLUS,SAK,70000,TOKO BERKAT II,ACTIVE
1588,MAT-CSV-01742,,BENANG TUKANG,ROLL,10000,TOKO BERKAT II,ACTIVE
1589,MAT-CSV-01743,,KASA SAMBUNGAN,ROLL,17500,TOKO BERKAT II,ACTIVE
1590,MAT-CSV-01744,,"PAKU RIPET 4,8",PACK,135000,TOKO BERKAT II,ACTIVE
1591,MAT-CSV-01745,,KAWAT SCAFOLDING,KG,20000,TOKO BERKAT II,ACTIVE
1592,MAT-CSV-01746,,"PLAT BORDES SPEK IMPOR 3,7 FULL",LEMBAR,2330000,BAJA BALARAJA,ACTIVE
1593,MAT-CSV-01747,,KERAMIK MULIA CELESTE DARK GREY,DUS,63500,MEGAH HOME,ACTIVE
1594,MAT-CSV-01749,,"TALI PE 0,5mm",IKAT,20000,MUTIARA INDAH,ACTIVE
1595,MAT-CSV-01750,,PAKU 7,KG,20000,MUTIARA INDAH,ACTIVE
1596,MAT-CSV-01751,,PALU 1/2 LB,PCS,51000,MUTIARA INDAH,ACTIVE
1597,MAT-CSV-01752,,PALU 3 LB,PCS,125000,MUTIARA INDAH,ACTIVE
1598,MAT-CSV-01753,,PACUL + GAGANG,SET,75000,MUTIARA INDAH,ACTIVE
1599,MAT-CSV-01754,,BLENCONG,PCS,79000,MUTIARA INDAH,ACTIVE
1600,MAT-CSV-01755,,TRIPLEK 8mm,LEMBAR,110000,MUTIARA INDAH,ACTIVE
1601,MAT-CSV-01756,,"METERAN 7,5m",PCS,54000,MUTIARA INDAH,ACTIVE
1602,MAT-CSV-01757,,"SELANG AIR ELASTIS DOP 1/2"" (50m)",ROLL,425000,MUTIARA INDAH,ACTIVE
1603,MAT-CSV-01758,,GENTONG AIR PVC CAP 200 L,PCS,385000,MUTIARA INDAH,ACTIVE
1604,MAT-CSV-01759,,PENGKI TUKANG,PCS,12000,MUTIARA INDAH,ACTIVE
1605,MAT-CSV-01760,,EMBER COR TUKANG,PCS,9000,MUTIARA INDAH,ACTIVE
1606,MAT-CSV-01761,,KAWAT BENDRAT,KG,20000,MUTIARA INDAH,ACTIVE
1607,MAT-CSV-01762,,SEMEN JAKARTA,SAK,42000,MUTIARA INDAH,ACTIVE
1608,MAT-CSV-01763,,HEBEL 10CM,KUBIK,540000,MUTIARA INDAH,ACTIVE
1609,MAT-CSV-01764,,PEREKAT HEBEL APLUS,SAK,72000,MUTIARA INDAH,ACTIVE
1610,MAT-CSV-01765,,PASIR LINGKAR,DUMP,1000000,MATERIAL ALAM,ACTIVE
1611,MAT-CSV-01767,,BATU BELAH,DUMP,1100000,MATERIAL ALAM,ACTIVE
1612,MAT-CSV-01768,,BESI 10 POLOS,BATANG,78000,SEMESTA GEMILANG CILEGON,ACTIVE
1613,MAT-CSV-01769,,BESI 6 POLOS,BATANG,28000,SEMESTA GEMILANG CILEGON,ACTIVE
1614,MAT-CSV-01771,,SKROP,DUMP,750000,PUTRA TERATE MANDIRI,ACTIVE
1615,MAT-CSV-01772,,EXA (2 HARI INCLUDE MOB DEMOB),LOT,7000000,PUTRA TERATE MANDIRI,ACTIVE
1616,MAT-CSV-01773,,SEIV PRIMER GREY 6600,PAIL,995000,DUNIA BARU,ACTIVE
1617,MAT-CSV-01774,,SEIV FINISH BLUE PEACOK 480,PAIL,1280000,DUNIA BARU,ACTIVE
1618,MAT-CSV-01776,,"MATA ROLL KECIL 4""",BOX,60000,MUTIARA INDAH,ACTIVE
1619,MAT-CSV-01777,,TANGKAI ROLL KECIL,BATANG,15000,MUTIARA INDAH,ACTIVE
1620,MAT-CSV-01778,,"KUAS 2"" 3""",PCS,14000,MUTIARA INDAH,ACTIVE
1621,MAT-CSV-01779,,TERPAL 5x5,M2,14000,MUTIARA INDAH,ACTIVE
1622,MAT-CSV-01780,,BASE COURSE A,DUMP,1100000,PUTRA TERATE MANDIRI,ACTIVE
1623,MAT-CSV-01781,,"SKRUP GYPSUM 6X11/4""",BOX,50000,MITRA KUSUMA JAYA,ACTIVE
1624,MAT-CSV-01782,,PAKU BETON 3,BOX,50000,MITRA KUSUMA JAYA,ACTIVE
1625,MAT-CSV-01783,,CUTTER L - 500,PCS,25000,MITRA KUSUMA JAYA,ACTIVE
1626,MAT-CSV-01784,,TANG RIVET,PCS,45000,MITRA KUSUMA JAYA,ACTIVE
1627,MAT-CSV-01785,,"KAPE 9""",PCS,20000,MITRA KUSUMA JAYA,ACTIVE
1628,MAT-CSV-01786,,"KAPE 7""",PCS,16000,MITRA KUSUMA JAYA,ACTIVE
1629,MAT-CSV-01787,,AMPLAS ROLL GRIT 180,M,16000,MITRA KUSUMA JAYA,ACTIVE
1630,MAT-CSV-01788,,MATA BOR BOSCH,PCS,15000,MITRA KUSUMA JAYA,ACTIVE
1631,MAT-CSV-01789,,NPN 2035T,PAIL,544000,DUNIA BARU,ACTIVE
1632,MAT-CSV-01790,,NPYO 1113A,PAIL,1115000,DUNIA BARU,ACTIVE
1633,MAT-CSV-01791,,NPOW 1001P,PAIL,573000,DUNIA BARU,ACTIVE
1634,MAT-CSV-01792,,ISI ROLL,BOX,60000,DUNIA BARU,ACTIVE
1635,MAT-CSV-01793,,"SKRUP GYPSUM 2,5cm",BOX,85000,TOKO BERKAT II,ACTIVE
1636,MAT-CSV-01794,,SKRUP GYPSUM 4cm,BOX,125000,TOKO BERKAT II,ACTIVE
